Culture,Country,Predicate,Accuracy (%),Samples
Arab,South Sudan,P1303 (Instrument),1.96,51
Arab,South Sudan,P20 (Place of death),1.8,111
Arab,South Sudan,P190 (Sister city),0.0,6
Arab,South Sudan,P264 (Record label),0.0,3
Arab,South Sudan,P30 (Continent),0.0,1
Arab,South Sudan,P449 (Original network),0.0,2
Arab,South Sudan,P495 (Country of origin),0.0,36
Arab,South Sudan,P530 (Diplomatic relation),0.0,1
Arab,Spain,P495 (Country of origin),0.0,1
Arab,Switzerland,P27 (Country of citizenship),0.0,1
Arab,Switzerland,P495 (Country of origin),0.0,1
Arab,Syria,P36 (Capital),100.0,1
Arab,Syria,P37 (Official language),100.0,1
Arab,Syria,P47 (Shares border with),100.0,1
Arab,Syria,P103 (Native language),95.98,174
Arab,Syria,P1412 (Languages spoken or published),81.19,101
Arab,Syria,P17 (Country),59.68,124
Arab,Syria,P364 (Original language of work),50.0,24
Arab,Syria,P19 (Place of birth),25.85,147
Arab,Syria,P106 (Occupation),18.18,77
Arab,Syria,P27 (Country of citizenship),13.51,74
Arab,Syria,P1303 (Instrument),0.0,29
Arab,Syria,P136 (Genre),0.0,12
Arab,Syria,P190 (Sister city),0.0,2
Arab,Syria,P20 (Place of death),0.0,111
Arab,Syria,P264 (Record label),0.0,7
Arab,Syria,P30 (Continent),0.0,1
Arab,Syria,P449 (Original network),0.0,7
Arab,Syria,P495 (Country of origin),0.0,50
Arab,Syria,P530 (Diplomatic relation),0.0,1
Arab,Tunisia,P103 (Native language),100.0,3
Arab,Tunisia,P30 (Continent),100.0,1
Arab,Tunisia,P36 (Capital),100.0,1
Arab,Tunisia,P37 (Official language),100.0,1
Arab,Tunisia,P47 (Shares border with),100.0,1
Arab,Tunisia,P1412 (Languages spoken or published),75.0,12
Arab,Tunisia,P364 (Original language of work),62.5,16
Arab,Tunisia,P17 (Country),37.84,37
Arab,Tunisia,P27 (Country of citizenship),29.41,17
Arab,Tunisia,P19 (Place of birth),23.53,17
Arab,Tunisia,P106 (Occupation),15.79,19
Arab,Tunisia,P20 (Place of death),9.09,11
Arab,Tunisia,P1303 (Instrument),0.0,10
Arab,Tunisia,P136 (Genre),0.0,5
Arab,Tunisia,P190 (Sister city),0.0,1
Arab,Tunisia,P264 (Record label),0.0,3
Arab,Tunisia,P449 (Original network),0.0,5
Arab,Tunisia,P495 (Country of origin),0.0,31
Arab,Tunisia,P530 (Diplomatic relation),0.0,1
Arab,UAE,P103 (Native language),100.0,3
Arab,UAE,P1412 (Languages spoken or published),100.0,8
Arab,UAE,P37 (Official language),100.0,1
Arab,UAE,P47 (Shares border with),100.0,1
Arab,UAE,P17 (Country),61.76,34
Arab,UAE,P364 (Original language of work),60.0,5
Arab,UAE,P1376 (Capital of),50.0,2
Arab,UAE,P106 (Occupation),20.0,15
Arab,UAE,P27 (Country of citizenship),7.69,13
Arab,UAE,P19 (Place of birth),6.67,15
Arab,UAE,P1303 (Instrument),0.0,19
Arab,UAE,P136 (Genre),0.0,3
Arab,UAE,P190 (Sister city),0.0,2
Arab,UAE,P20 (Place of death),0.0,14
Arab,UAE,P264 (Record label),0.0,1
Arab,UAE,P30 (Continent),0.0,1
Arab,UAE,P36 (Capital),0.0,1
Arab,UAE,P449 (Original network),0.0,2
Arab,UAE,P495 (Country of origin),0.0,11
Arab,UAE,P530 (Diplomatic relation),0.0,1
Arab,UK,P17 (Country),33.33,3
Arab,UK,P27 (Country of citizenship),0.0,14
Arab,UK,P495 (Country of origin),0.0,11
Arab,USA,P17 (Country),40.0,5
Arab,USA,P27 (Country of citizenship),0.0,11
Arab,USA,P495 (Country of origin),0.0,5
Arab,Unknown Country,P36 (Capital),100.0,11
Arab,Unknown Country,P37 (Official language),100.0,11
Arab,Unknown Country,P47 (Shares border with),90.91,11
Arab,Unknown Country,P1376 (Capital of),87.5,16
Arab,Unknown Country,P103 (Native language),85.08,181
Arab,Unknown Country,P1412 (Languages spoken or published),65.19,362
Arab,Unknown Country,P30 (Continent),54.55,11
Arab,Unknown Country,P17 (Country),49.09,440
Arab,Unknown Country,P364 (Original language of work),43.83,235
Arab,Unknown Country,P106 (Occupation),20.98,429
Arab,Unknown Country,P19 (Place of birth),19.7,401
Arab,Unknown Country,P264 (Record label),9.52,84
Arab,Unknown Country,P27 (Country of citizenship),5.54,415
Arab,Unknown Country,P190 (Sister city),3.57,28
Arab,Unknown Country,P1303 (Instrument),1.55,516
Arab,Unknown Country,P495 (Country of origin),0.85,236
Arab,Unknown Country,P20 (Place of death),0.49,411
Arab,Unknown Country,P136 (Genre),0.41,243
Arab,Unknown Country,P449 (Original network),0.0,48
Arab,Unknown Country,P530 (Diplomatic relation),0.0,11
Western,Andorra,P1376 (Capital of),100.0,1
Western,Andorra,P30 (Continent),100.0,1
Western,Andorra,P36 (Capital),100.0,1
Western,Andorra,P37 (Official language),100.0,1
Western,Andorra,P47 (Shares border with),100.0,1
Western,Andorra,P530 (Diplomatic relation),100.0,1
Western,Australia,P364 (Original language of work),100.0,4
Western,Australia,P36 (Capital),100.0,1
Western,Australia,P37 (Official language),100.0,1
Western,Australia,P103 (Native language),80.0,5
Western,Australia,P19 (Place of birth),71.43,21
Western,Australia,P106 (Occupation),58.82,17
Western,Australia,P17 (Country),58.33,12
Western,Australia,P1303 (Instrument),38.46,26
Western,Australia,P27 (Country of citizenship),37.5,16
Western,Australia,P495 (Country of origin),11.11,9
Western,Australia,P264 (Record label),7.69,26
Western,Australia,P190 (Sister city),7.14,14
Western,Australia,P136 (Genre),0.0,16
Western,Australia,P1412 (Languages spoken or published),0.0,17
Western,Australia,P20 (Place of death),0.0,6
Western,Australia,P30 (Continent),0.0,1
Western,Australia,P449 (Original network),0.0,9
Western,Australia,P47 (Shares border with),0.0,1
Western,Australia,P530 (Diplomatic relation),0.0,1
Western,Austria,P30 (Continent),100.0,1
Western,Austria,P36 (Capital),100.0,1
Western,Austria,P37 (Official language),100.0,1
Western,Austria,P449 (Original network),100.0,1
Western,Austria,P47 (Shares border with),100.0,1
Western,Austria,P19 (Place of birth),71.43,7
Western,Austria,P103 (Native language),66.67,3
Western,Austria,P17 (Country),50.0,10
Western,Austria,P264 (Record label),50.0,4
Western,Austria,P136 (Genre),25.0,4
Western,Austria,P20 (Place of death),11.11,9
Western,Austria,P106 (Occupation),0.0,1
Western,Austria,P1303 (Instrument),0.0,3
Western,Austria,P1412 (Languages spoken or published),0.0,2
Western,Austria,P190 (Sister city),0.0,5
Western,Austria,P27 (Country of citizenship),0.0,1
Western,Austria,P495 (Country of origin),0.0,2
Western,Austria,P530 (Diplomatic relation),0.0,1
Western,Belgium,P30 (Continent),100.0,1
Western,Belgium,P36 (Capital),100.0,1
Western,Belgium,P37 (Official language),100.0,1
Western,Belgium,P47 (Shares border with),100.0,1
Western,Belgium,P103 (Native language),57.14,14
Western,Belgium,P17 (Country),42.86,14
Western,Belgium,P19 (Place of birth),33.33,12
Western,Belgium,P27 (Country of citizenship),14.29,7
Western,Belgium,P106 (Occupation),10.0,10
Western,Belgium,P190 (Sister city),10.0,10
Western,Belgium,P1303 (Instrument),0.0,2
Western,Belgium,P136 (Genre),0.0,4
Western,Belgium,P1412 (Languages spoken or published),0.0,8
Western,Belgium,P20 (Place of death),0.0,8
Western,Belgium,P264 (Record label),0.0,2
Western,Belgium,P449 (Original network),0.0,1
Western,Belgium,P495 (Country of origin),0.0,5
Western,Belgium,P530 (Diplomatic relation),0.0,1
Western,Brazil,P27 (Country of citizenship),33.33,3
Western,Canada,P1376 (Capital of),100.0,1
Western,Canada,P30 (Continent),100.0,1
Western,Canada,P36 (Capital),100.0,1
Western,Canada,P37 (Official language),100.0,1
Western,Canada,P364 (Original language of work),95.0,20
Western,Canada,P103 (Native language),73.91,23
Western,Canada,P19 (Place of birth),60.61,33
Western,Canada,P17 (Country),56.0,25
Western,Canada,P106 (Occupation),42.11,38
Western,Canada,P1303 (Instrument),31.58,38
Western,Canada,P27 (Country of citizenship),30.77,39
Western,Canada,P264 (Record label),20.59,34
Western,Canada,P449 (Original network),16.33,49
Western,Canada,P136 (Genre),15.62,32
Western,Canada,P1412 (Languages spoken or published),12.5,32
Western,Canada,P190 (Sister city),0.0,29
Western,Canada,P20 (Place of death),0.0,12
Western,Canada,P47 (Shares border with),0.0,1
Western,Canada,P495 (Country of origin),0.0,25
Western,Canada,P530 (Diplomatic relation),0.0,1
Western,China,P17 (Country),0.0,1
Western,China,P495 (Country of origin),0.0,1
Western,France,P30 (Continent),100.0,1
Western,France,P36 (Capital),100.0,1
Western,France,P37 (Official language),100.0,1
Western,France,P47 (Shares border with),100.0,1
Western,France,P103 (Native language),88.0,175
Western,France,P17 (Country),75.81,215
Western,France,P364 (Original language of work),69.05,42
Western,France,P1412 (Languages spoken or published),58.14,172
Western,France,P106 (Occupation),53.55,155
Western,France,P19 (Place of birth),51.59,126
Western,France,P1376 (Capital of),50.0,2
Western,France,P27 (Country of citizenship),39.47,152
Western,France,P1303 (Instrument),20.0,75
Western,France,P264 (Record label),15.79,57
Western,France,P136 (Genre),15.52,116
Western,France,P449 (Original network),5.13,39
Western,France,P20 (Place of death),2.12,189
Western,France,P495 (Country of origin),1.75,57
Western,France,P190 (Sister city),0.0,40
Western,France,P530 (Diplomatic relation),0.0,1
Western,Germany,P1376 (Capital of),100.0,2
Western,Germany,P30 (Continent),100.0,1
Western,Germany,P36 (Capital),100.0,1
Western,Germany,P47 (Shares border with),100.0,1
Western,Germany,P364 (Original language of work),92.0,25
Western,Germany,P17 (Country),86.02,93
Western,Germany,P103 (Native language),77.78,36
Western,Germany,P19 (Place of birth),31.82,88
Western,Germany,P106 (Occupation),27.4,73
Western,Germany,P27 (Country of citizenship),22.08,77
Western,Germany,P1412 (Languages spoken or published),18.07,83
Western,Germany,P1303 (Instrument),16.67,24
Western,Germany,P136 (Genre),15.62,32
Western,Germany,P495 (Country of origin),8.33,24
Western,Germany,P449 (Original network),7.69,13
Western,Germany,P264 (Record label),7.14,14
Western,Germany,P20 (Place of death),2.54,118
Western,Germany,P190 (Sister city),0.0,77
Western,Germany,P37 (Official language),0.0,1
Western,Germany,P530 (Diplomatic relation),0.0,1
Western,Ireland,P30 (Continent),100.0,1
Western,Ireland,P36 (Capital),100.0,1
Western,Ireland,P37 (Official language),100.0,1
Western,Ireland,P47 (Shares border with),100.0,1
Western,Ireland,P103 (Native language),50.0,2
Western,Ireland,P19 (Place of birth),50.0,6
Western,Ireland,P106 (Occupation),42.86,7
Western,Ireland,P1303 (Instrument),30.0,10
Western,Ireland,P264 (Record label),11.11,9
Western,Ireland,P136 (Genre),7.69,13
Western,Ireland,P1376 (Capital of),0.0,1
Western,Ireland,P1412 (Languages spoken or published),0.0,6
Western,Ireland,P17 (Country),0.0,3
Western,Ireland,P190 (Sister city),0.0,2
Western,Ireland,P20 (Place of death),0.0,2
Western,Ireland,P27 (Country of citizenship),0.0,6
Western,Ireland,P449 (Original network),0.0,1
Western,Ireland,P495 (Country of origin),0.0,4
Western,Ireland,P530 (Diplomatic relation),0.0,1
Western,Italy,P30 (Continent),100.0,1
Western,Italy,P36 (Capital),100.0,1
Western,Italy,P37 (Official language),100.0,1
Western,Italy,P103 (Native language),87.5,40
Western,Italy,P364 (Original language of work),66.67,3
Western,Italy,P1412 (Languages spoken or published),63.64,44
Western,Italy,P17 (Country),57.89,38
Western,Italy,P19 (Place of birth),56.14,57
Western,Italy,P106 (Occupation),36.11,36
Western,Italy,P27 (Country of citizenship),30.77,26
Western,Italy,P136 (Genre),13.64,44
Western,Italy,P264 (Record label),13.51,37
Western,Italy,P1303 (Instrument),11.36,44
Western,Italy,P190 (Sister city),2.5,40
Western,Italy,P20 (Place of death),2.5,80
Western,Italy,P449 (Original network),0.0,4
Western,Italy,P47 (Shares border with),0.0,1
Western,Italy,P495 (Country of origin),0.0,9
Western,Italy,P530 (Diplomatic relation),0.0,1
Western,Japan,P17 (Country),100.0,1
Western,Japan,P27 (Country of citizenship),0.0,1
Western,Japan,P495 (Country of origin),0.0,4
Western,Kuwait,P17 (Country),100.0,1
Western,Kuwait,P27 (Country of citizenship),100.0,1
Western,Liechtenstein,P1376 (Capital of),100.0,1
Western,Liechtenstein,P30 (Continent),100.0,1
Western,Liechtenstein,P36 (Capital),100.0,1
Western,Liechtenstein,P37 (Official language),100.0,1
Western,Liechtenstein,P47 (Shares border with),100.0,1
Western,Liechtenstein,P530 (Diplomatic relation),0.0,1
Western,Luxembourg,P30 (Continent),100.0,1
Western,Luxembourg,P36 (Capital),100.0,1
Western,Luxembourg,P37 (Official language),100.0,1
Western,Luxembourg,P47 (Shares border with),100.0,1
Western,Luxembourg,P17 (Country),0.0,4
Western,Luxembourg,P190 (Sister city),0.0,1
Western,Luxembourg,P530 (Diplomatic relation),0.0,1
Western,Monaco,P1376 (Capital of),100.0,1
Western,Monaco,P30 (Continent),100.0,1
Western,Monaco,P37 (Official language),100.0,1
Western,Monaco,P47 (Shares border with),100.0,1
Western,Monaco,P136 (Genre),0.0,1
Western,Monaco,P36 (Capital),0.0,1
Western,Monaco,P530 (Diplomatic relation),0.0,1
Western,Netherlands,P103 (Native language),100.0,1
Western,Netherlands,P364 (Original language of work),100.0,1
Western,Netherlands,P17 (Country),33.33,3
Western,Netherlands,P19 (Place of birth),27.27,11
Western,Netherlands,P190 (Sister city),0.0,10
Western,Netherlands,P20 (Place of death),0.0,5
Western,Netherlands,P449 (Original network),0.0,1
Western,Netherlands,P495 (Country of origin),0.0,6
Western,New Zealand,P1376 (Capital of),100.0,1
Western,New Zealand,P19 (Place of birth),100.0,1
Western,New Zealand,P36 (Capital),100.0,1
Western,New Zealand,P37 (Official language),100.0,1
Western,New Zealand,P47 (Shares border with),100.0,1
Western,New Zealand,P17 (Country),33.33,6
Western,New Zealand,P103 (Native language),0.0,1
Western,New Zealand,P106 (Occupation),0.0,2
Western,New Zealand,P1303 (Instrument),0.0,5
Western,New Zealand,P136 (Genre),0.0,3
Western,New Zealand,P1412 (Languages spoken or published),0.0,1
Western,New Zealand,P190 (Sister city),0.0,4
Western,New Zealand,P264 (Record label),0.0,5
Western,New Zealand,P27 (Country of citizenship),0.0,2
Western,New Zealand,P30 (Continent),0.0,1
Western,New Zealand,P495 (Country of origin),0.0,1
Western,New Zealand,P530 (Diplomatic relation),0.0,1
Western,Portugal,P30 (Continent),100.0,1
Western,Portugal,P36 (Capital),100.0,1
Western,Portugal,P37 (Official language),100.0,1
Western,Portugal,P103 (Native language),90.0,10
Western,Portugal,P19 (Place of birth),75.0,4
Western,Portugal,P17 (Country),62.5,8
Western,Portugal,P1412 (Languages spoken or published),28.57,7
Western,Portugal,P106 (Occupation),20.0,5
Western,Portugal,P20 (Place of death),14.29,7
Western,Portugal,P1303 (Instrument),0.0,2
Western,Portugal,P136 (Genre),0.0,2
Western,Portugal,P190 (Sister city),0.0,11
Western,Portugal,P264 (Record label),0.0,2
Western,Portugal,P27 (Country of citizenship),0.0,4
Western,Portugal,P47 (Shares border with),0.0,1
Western,Portugal,P495 (Country of origin),0.0,1
Western,Portugal,P530 (Diplomatic relation),0.0,1
Western,San Marino,P1376 (Capital of),100.0,1
Western,San Marino,P30 (Continent),100.0,1
Western,San Marino,P36 (Capital),100.0,1
Western,San Marino,P37 (Official language),100.0,1
Western,San Marino,P47 (Shares border with),100.0,1
Western,San Marino,P530 (Diplomatic relation),0.0,1
Western,Spain,P1376 (Capital of),100.0,1
Western,Spain,P30 (Continent),100.0,1
Western,Spain,P364 (Original language of work),100.0,7
Western,Spain,P36 (Capital),100.0,1
Western,Spain,P37 (Official language),100.0,1
Western,Spain,P47 (Shares border with),100.0,1
Western,Spain,P103 (Native language),86.96,23
Western,Spain,P17 (Country),79.2,125
Western,Spain,P1412 (Languages spoken or published),61.29,31
Western,Spain,P19 (Place of birth),59.26,27
Western,Spain,P106 (Occupation),46.15,26
Western,Spain,P27 (Country of citizenship),40.91,22
Western,Spain,P1303 (Instrument),21.74,23
Western,Spain,P264 (Record label),16.67,24
Western,Spain,P449 (Original network),10.0,10
Western,Spain,P136 (Genre),7.14,42
Western,Spain,P190 (Sister city),4.55,22
Western,Spain,P20 (Place of death),0.0,36
Western,Spain,P495 (Country of origin),0.0,5
Western,Spain,P530 (Diplomatic relation),0.0,1
Western,Switzerland,P30 (Continent),100.0,1
Western,Switzerland,P37 (Official language),100.0,1
Western,Switzerland,P103 (Native language),75.0,4
Western,Switzerland,P19 (Place of birth),62.5,8
Western,Switzerland,P17 (Country),50.0,10
Western,Switzerland,P106 (Occupation),27.27,11
Western,Switzerland,P1412 (Languages spoken or published),22.22,9
Western,Switzerland,P136 (Genre),16.67,6
Western,Switzerland,P1303 (Instrument),0.0,2
Western,Switzerland,P190 (Sister city),0.0,4
Western,Switzerland,P20 (Place of death),0.0,22
Western,Switzerland,P264 (Record label),0.0,1
Western,Switzerland,P27 (Country of citizenship),0.0,9
Western,Switzerland,P36 (Capital),0.0,1
Western,Switzerland,P449 (Original network),0.0,1
Western,Switzerland,P47 (Shares border with),0.0,1
Western,Switzerland,P495 (Country of origin),0.0,1
Western,Switzerland,P530 (Diplomatic relation),0.0,1
Western,UK,P1376 (Capital of),100.0,1
Western,UK,P30 (Continent),100.0,1
Western,UK,P36 (Capital),100.0,1
Western,UK,P37 (Official language),100.0,1
Western,UK,P364 (Original language of work),94.78,134
Western,UK,P103 (Native language),88.89,126
Western,UK,P106 (Occupation),55.97,134
Western,UK,P19 (Place of birth),40.87,115
Western,UK,P449 (Original network),36.73,98
Western,UK,P1303 (Instrument),36.26,171
Western,UK,P264 (Record label),29.48,173
Western,UK,P27 (Country of citizenship),17.05,129
Western,UK,P136 (Genre),11.73,179
Western,UK,P17 (Country),7.14,84
Western,UK,P190 (Sister city),6.82,44
Western,UK,P1412 (Languages spoken or published),5.95,185
Western,UK,P20 (Place of death),1.79,112
Western,UK,P47 (Shares border with),0.0,1
Western,UK,P495 (Country of origin),0.0,138
Western,UK,P530 (Diplomatic relation),0.0,1
Western,USA,P30 (Continent),100.0,1
Western,USA,P37 (Official language),100.0,1
Western,USA,P47 (Shares border with),100.0,1
Western,USA,P364 (Original language of work),93.98,764
Western,USA,P103 (Native language),86.41,537
Western,USA,P106 (Occupation),49.69,485
Western,USA,P19 (Place of birth),40.91,484
Western,USA,P449 (Original network),30.27,773
Western,USA,P1303 (Instrument),26.43,575
Western,USA,P264 (Record label),25.33,612
Western,USA,P136 (Genre),14.23,506
Western,USA,P27 (Country of citizenship),11.68,471
Western,USA,P190 (Sister city),2.58,155
Western,USA,P20 (Place of death),2.28,394
Western,USA,P17 (Country),1.8,334
Western,USA,P1412 (Languages spoken or published),1.24,403
Western,USA,P1376 (Capital of),0.0,1
Western,USA,P36 (Capital),0.0,1
Western,USA,P495 (Country of origin),0.0,706
Western,USA,P530 (Diplomatic relation),0.0,1
Western,Unknown Country,P1376 (Capital of),91.67,12
Western,Unknown Country,P17 (Country),23.08,13
Western,Unknown Country,P27 (Country of citizenship),17.65,34
Western,Unknown Country,P495 (Country of origin),0.0,2
