Culture,Country,Predicate,Accuracy (%),Samples
Western,Australia,P106 (Occupation),84.21,19
Western,Australia,P17 (Country),82.35,17
Western,Australia,P364 (Original language of work),66.67,6
Western,Australia,P19 (Place of birth),60.87,23
Western,Australia,P20 (Place of death),60.0,5
Western,Australia,P1412 (Languages spoken or published),50.0,14
Western,Australia,P136 (Genre),27.78,18
Western,Australia,P1303 (Instrument),10.0,20
Western,Australia,P264 (Record label),5.26,19
Western,Australia,P190 (Sister city),0.0,14
Western,Australia,P30 (Continent),0.0,1
Western,Australia,P449 (Original network),0.0,6
Western,Australia,P47 (Shares border with),0.0,1
Western,Australia,P495 (Country of origin),0.0,7
Western,Australia,P530 (Diplomatic relation),0.0,1
Western,Austria,P103 (Native language),100.0,3
Western,Austria,P106 (Occupation),100.0,2
Western,Austria,P30 (Continent),100.0,1
Western,Austria,P364 (Original language of work),100.0,1
Western,Austria,P36 (Capital),100.0,1
Western,Austria,P37 (Official language),100.0,1
Western,Austria,P19 (Place of birth),77.78,9
Western,Austria,P1412 (Languages spoken or published),75.0,4
Western,Austria,P17 (Country),75.0,8
Western,Austria,P27 (Country of citizenship),75.0,4
Western,Austria,P495 (Country of origin),50.0,2
Western,Austria,P136 (Genre),33.33,6
Western,Austria,P1303 (Instrument),25.0,4
Western,Austria,P20 (Place of death),23.53,17
Western,Austria,P264 (Record label),20.0,5
Western,Austria,P190 (Sister city),0.0,5
Western,Austria,P47 (Shares border with),0.0,1
Western,Austria,P530 (Diplomatic relation),0.0,1
Western,Belgium,P30 (Continent),100.0,1
Western,Belgium,P36 (Capital),100.0,1
Western,Belgium,P37 (Official language),100.0,1
Western,Belgium,P47 (Shares border with),100.0,1
Western,Belgium,P17 (Country),63.64,11
Western,Belgium,P495 (Country of origin),60.0,5
Western,Belgium,P106 (Occupation),57.14,7
Western,Belgium,P103 (Native language),41.67,12
Western,Belgium,P27 (Country of citizenship),33.33,6
Western,Belgium,P20 (Place of death),18.18,11
Western,Belgium,P136 (Genre),16.67,6
Western,Belgium,P1412 (Languages spoken or published),14.29,7
Western,Belgium,P19 (Place of birth),14.29,14
Western,Belgium,P1303 (Instrument),0.0,3
Western,Belgium,P190 (Sister city),0.0,10
Western,Belgium,P264 (Record label),0.0,2
Western,Belgium,P449 (Original network),0.0,1
Western,Belgium,P530 (Diplomatic relation),0.0,1
Western,Brazil,P27 (Country of citizenship),50.0,2
Western,Canada,P1376 (Capital of),100.0,1
Western,Canada,P30 (Continent),100.0,1
Western,Canada,P36 (Capital),100.0,1
Western,Canada,P37 (Official language),100.0,1
Western,Canada,P17 (Country),82.76,29
Western,Canada,P103 (Native language),82.61,23
Western,Canada,P106 (Occupation),80.95,42
Western,Canada,P364 (Original language of work),73.08,26
Western,Canada,P1412 (Languages spoken or published),48.57,35
Western,Canada,P19 (Place of birth),29.73,37
Western,Canada,P136 (Genre),20.59,34
Western,Canada,P1303 (Instrument),18.42,38
Western,Canada,P27 (Country of citizenship),12.2,41
Western,Canada,P449 (Original network),11.11,54
Western,Canada,P495 (Country of origin),10.34,29
Western,Canada,P20 (Place of death),8.33,12
Western,Canada,P264 (Record label),4.76,42
Western,Canada,P190 (Sister city),3.45,29
Western,Canada,P47 (Shares border with),0.0,1
Western,Canada,P530 (Diplomatic relation),0.0,1
Western,China,P17 (Country),0.0,1
Western,China,P495 (Country of origin),0.0,1
Western,Comoros,P17 (Country),100.0,1
Western,France,P1376 (Capital of),100.0,2
Western,France,P30 (Continent),100.0,1
Western,France,P37 (Official language),100.0,1
Western,France,P103 (Native language),85.89,163
Western,France,P17 (Country),71.49,221
Western,France,P106 (Occupation),70.78,154
Western,France,P1412 (Languages spoken or published),65.29,170
Western,France,P19 (Place of birth),56.55,145
Western,France,P364 (Original language of work),55.0,40
Western,France,P136 (Genre),35.9,117
Western,France,P495 (Country of origin),23.4,47
Western,France,P27 (Country of citizenship),21.94,155
Western,France,P20 (Place of death),16.19,210
Western,France,P1303 (Instrument),14.47,76
Western,France,P264 (Record label),6.52,46
Western,France,P190 (Sister city),5.0,40
Western,France,P36 (Capital),0.0,1
Western,France,P449 (Original network),0.0,19
Western,France,P47 (Shares border with),0.0,1
Western,France,P530 (Diplomatic relation),0.0,1
Western,Germany,P1376 (Capital of),100.0,2
Western,Germany,P30 (Continent),100.0,1
Western,Germany,P36 (Capital),100.0,1
Western,Germany,P37 (Official language),100.0,1
Western,Germany,P103 (Native language),94.59,37
Western,Germany,P364 (Original language of work),85.0,20
Western,Germany,P17 (Country),76.0,100
Western,Germany,P106 (Occupation),71.74,46
Western,Germany,P1412 (Languages spoken or published),70.83,48
Western,Germany,P19 (Place of birth),55.36,56
Western,Germany,P136 (Genre),44.44,27
Western,Germany,P495 (Country of origin),31.82,22
Western,Germany,P20 (Place of death),15.73,89
Western,Germany,P27 (Country of citizenship),14.29,42
Western,Germany,P1303 (Instrument),9.09,22
Western,Germany,P190 (Sister city),0.0,77
Western,Germany,P264 (Record label),0.0,14
Western,Germany,P449 (Original network),0.0,8
Western,Germany,P47 (Shares border with),0.0,1
Western,Germany,P530 (Diplomatic relation),0.0,1
Western,Ireland,P106 (Occupation),100.0,9
Western,Ireland,P30 (Continent),100.0,1
Western,Ireland,P36 (Capital),100.0,1
Western,Ireland,P37 (Official language),100.0,1
Western,Ireland,P47 (Shares border with),100.0,1
Western,Ireland,P1412 (Languages spoken or published),71.43,7
Western,Ireland,P103 (Native language),50.0,2
Western,Ireland,P17 (Country),50.0,4
Western,Ireland,P136 (Genre),40.0,15
Western,Ireland,P19 (Place of birth),25.0,8
Western,Ireland,P264 (Record label),18.18,11
Western,Ireland,P1303 (Instrument),0.0,10
Western,Ireland,P1376 (Capital of),0.0,1
Western,Ireland,P190 (Sister city),0.0,2
Western,Ireland,P20 (Place of death),0.0,1
Western,Ireland,P27 (Country of citizenship),0.0,8
Western,Ireland,P449 (Original network),0.0,1
Western,Ireland,P495 (Country of origin),0.0,4
Western,Ireland,P530 (Diplomatic relation),0.0,1
Western,Italy,P30 (Continent),100.0,1
Western,Italy,P36 (Capital),100.0,1
Western,Italy,P37 (Official language),100.0,1
Western,Italy,P47 (Shares border with),100.0,1
Western,Italy,P103 (Native language),91.89,37
Western,Italy,P17 (Country),83.72,43
Western,Italy,P1412 (Languages spoken or published),76.09,46
Western,Italy,P19 (Place of birth),50.0,62
Western,Italy,P449 (Original network),50.0,2
Western,Italy,P106 (Occupation),48.78,41
Western,Italy,P364 (Original language of work),33.33,3
Western,Italy,P136 (Genre),25.0,28
Western,Italy,P20 (Place of death),23.4,94
Western,Italy,P27 (Country of citizenship),23.08,26
Western,Italy,P495 (Country of origin),22.22,9
Western,Italy,P1303 (Instrument),5.26,38
Western,Italy,P190 (Sister city),0.0,40
Western,Italy,P264 (Record label),0.0,22
Western,Italy,P530 (Diplomatic relation),0.0,1
Western,Japan,P17 (Country),100.0,1
Western,Japan,P27 (Country of citizenship),100.0,1
Western,Japan,P495 (Country of origin),0.0,3
Western,Kuwait,P27 (Country of citizenship),0.0,1
Western,Liechtenstein,P1376 (Capital of),100.0,1
Western,Liechtenstein,P30 (Continent),100.0,1
Western,Liechtenstein,P36 (Capital),100.0,1
Western,Liechtenstein,P37 (Official language),100.0,1
Western,Liechtenstein,P47 (Shares border with),100.0,1
Western,Liechtenstein,P530 (Diplomatic relation),0.0,1
Western,Luxembourg,P1376 (Capital of),100.0,1
Western,Luxembourg,P17 (Country),100.0,3
Western,Luxembourg,P30 (Continent),100.0,1
Western,Luxembourg,P36 (Capital),100.0,1
Western,Luxembourg,P37 (Official language),100.0,1
Western,Luxembourg,P47 (Shares border with),100.0,1
Western,Luxembourg,P190 (Sister city),0.0,1
Western,Luxembourg,P530 (Diplomatic relation),0.0,1
Western,Monaco,P1376 (Capital of),100.0,1
Western,Monaco,P30 (Continent),100.0,1
Western,Monaco,P37 (Official language),100.0,1
Western,Monaco,P47 (Shares border with),100.0,1
Western,Monaco,P136 (Genre),0.0,1
Western,Monaco,P36 (Capital),0.0,1
Western,Monaco,P530 (Diplomatic relation),0.0,1
Western,Netherlands,P103 (Native language),100.0,1
Western,Netherlands,P17 (Country),75.0,4
Western,Netherlands,P19 (Place of birth),33.33,9
Western,Netherlands,P20 (Place of death),33.33,6
Western,Netherlands,P190 (Sister city),10.0,10
Western,Netherlands,P495 (Country of origin),0.0,5
Western,New Zealand,P103 (Native language),100.0,2
Western,New Zealand,P106 (Occupation),100.0,1
Western,New Zealand,P1412 (Languages spoken or published),100.0,1
Western,New Zealand,P27 (Country of citizenship),100.0,1
Western,New Zealand,P36 (Capital),100.0,1
Western,New Zealand,P37 (Official language),100.0,1
Western,New Zealand,P47 (Shares border with),100.0,1
Western,New Zealand,P495 (Country of origin),100.0,1
Western,New Zealand,P530 (Diplomatic relation),100.0,1
Western,New Zealand,P17 (Country),83.33,6
Western,New Zealand,P19 (Place of birth),50.0,2
Western,New Zealand,P136 (Genre),25.0,4
Western,New Zealand,P190 (Sister city),25.0,4
Western,New Zealand,P1303 (Instrument),20.0,5
Western,New Zealand,P264 (Record label),20.0,5
Western,New Zealand,P1376 (Capital of),0.0,1
Western,New Zealand,P20 (Place of death),0.0,1
Western,New Zealand,P30 (Continent),0.0,1
Western,New Zealand,P449 (Original network),0.0,1
Western,Portugal,P30 (Continent),100.0,1
Western,Portugal,P36 (Capital),100.0,1
Western,Portugal,P37 (Official language),100.0,1
Western,Portugal,P47 (Shares border with),100.0,1
Western,Portugal,P495 (Country of origin),100.0,1
Western,Portugal,P103 (Native language),85.71,7
Western,Portugal,P1412 (Languages spoken or published),85.71,7
Western,Portugal,P19 (Place of birth),80.0,5
Western,Portugal,P17 (Country),60.0,10
Western,Portugal,P106 (Occupation),50.0,6
Western,Portugal,P20 (Place of death),33.33,9
Western,Portugal,P27 (Country of citizenship),16.67,6
Western,Portugal,P1303 (Instrument),0.0,1
Western,Portugal,P136 (Genre),0.0,1
Western,Portugal,P190 (Sister city),0.0,10
Western,Portugal,P264 (Record label),0.0,1
Western,Portugal,P530 (Diplomatic relation),0.0,1
Western,San Marino,P1376 (Capital of),100.0,1
Western,San Marino,P36 (Capital),100.0,1
Western,San Marino,P37 (Official language),100.0,1
Western,San Marino,P47 (Shares border with),100.0,1
Western,San Marino,P30 (Continent),0.0,1
Western,San Marino,P530 (Diplomatic relation),0.0,1
Western,Spain,P1376 (Capital of),100.0,1
Western,Spain,P30 (Continent),100.0,1
Western,Spain,P36 (Capital),100.0,1
Western,Spain,P37 (Official language),100.0,1
Western,Spain,P47 (Shares border with),100.0,1
Western,Spain,P1412 (Languages spoken or published),90.62,32
Western,Spain,P103 (Native language),86.96,23
Western,Spain,P364 (Original language of work),83.33,6
Western,Spain,P17 (Country),80.19,106
Western,Spain,P106 (Occupation),55.56,27
Western,Spain,P19 (Place of birth),53.57,28
Western,Spain,P495 (Country of origin),50.0,4
Western,Spain,P264 (Record label),27.78,18
Western,Spain,P136 (Genre),25.0,32
Western,Spain,P27 (Country of citizenship),17.86,28
Western,Spain,P20 (Place of death),13.33,30
Western,Spain,P1303 (Instrument),8.7,23
Western,Spain,P190 (Sister city),0.0,22
Western,Spain,P449 (Original network),0.0,5
Western,Spain,P530 (Diplomatic relation),0.0,1
Western,Switzerland,P30 (Continent),100.0,1
Western,Switzerland,P36 (Capital),100.0,1
Western,Switzerland,P37 (Official language),100.0,1
Western,Switzerland,P47 (Shares border with),100.0,1
Western,Switzerland,P530 (Diplomatic relation),100.0,1
Western,Switzerland,P106 (Occupation),83.33,12
Western,Switzerland,P17 (Country),80.0,10
Western,Switzerland,P103 (Native language),66.67,3
Western,Switzerland,P19 (Place of birth),60.0,10
Western,Switzerland,P1303 (Instrument),50.0,2
Western,Switzerland,P1412 (Languages spoken or published),45.45,11
Western,Switzerland,P136 (Genre),40.0,5
Western,Switzerland,P20 (Place of death),6.25,32
Western,Switzerland,P190 (Sister city),0.0,4
Western,Switzerland,P264 (Record label),0.0,1
Western,Switzerland,P27 (Country of citizenship),0.0,10
Western,Switzerland,P449 (Original network),0.0,1
Western,UK,P1376 (Capital of),100.0,1
Western,UK,P30 (Continent),100.0,1
Western,UK,P36 (Capital),100.0,1
Western,UK,P37 (Official language),100.0,1
Western,UK,P103 (Native language),92.13,127
Western,UK,P364 (Original language of work),87.67,146
Western,UK,P106 (Occupation),73.79,145
Western,UK,P17 (Country),50.62,81
Western,UK,P136 (Genre),37.16,183
Western,UK,P449 (Original network),35.77,123
Western,UK,P19 (Place of birth),31.39,137
Western,UK,P1303 (Instrument),24.02,179
Western,UK,P1412 (Languages spoken or published),23.78,164
Western,UK,P27 (Country of citizenship),16.22,148
Western,UK,P20 (Place of death),15.87,126
Western,UK,P264 (Record label),10.81,185
Western,UK,P190 (Sister city),9.09,44
Western,UK,P495 (Country of origin),4.61,152
Western,UK,P47 (Shares border with),0.0,1
Western,UK,P530 (Diplomatic relation),0.0,1
Western,USA,P30 (Continent),100.0,1
Western,USA,P37 (Official language),100.0,1
Western,USA,P47 (Shares border with),100.0,1
Western,USA,P530 (Diplomatic relation),100.0,1
Western,USA,P103 (Native language),87.03,555
Western,USA,P364 (Original language of work),82.31,752
Western,USA,P106 (Occupation),74.64,489
Western,USA,P136 (Genre),32.31,523
Western,USA,P449 (Original network),30.55,779
Western,USA,P1412 (Languages spoken or published),24.45,454
Western,USA,P19 (Place of birth),21.32,455
Western,USA,P1303 (Instrument),16.58,579
Western,USA,P20 (Place of death),9.8,357
Western,USA,P264 (Record label),8.59,629
Western,USA,P190 (Sister city),2.58,155
Western,USA,P17 (Country),2.42,331
Western,USA,P27 (Country of citizenship),1.08,461
Western,USA,P495 (Country of origin),0.14,706
Western,USA,P1376 (Capital of),0.0,1
Western,USA,P36 (Capital),0.0,1
Western,Unknown Country,P1376 (Capital of),90.91,11
Western,Unknown Country,P17 (Country),69.23,13
Western,Unknown Country,P495 (Country of origin),50.0,2
Western,Unknown Country,P27 (Country of citizenship),21.43,42
